id,function,E14 log 2,SPB74 log 2,virido log 2,J1074 log 2,AA4 log 2,actinorhodin,prodiginine,CDA,DFO,coelichelin,coelibactin,TW95a,tetrahydroxynaphthalene,hopanoids,eicosapentaenoic acid,NRPS,type 1 PKS,type 1 PKS #2,chalcone synth 1,siderophore,FAS,sugar synthase,geosmin,butyro lactone,chalcone synth 2,sesq synth,deferrioxamine,Coelibactin_,sapB,chaplins,rodlins,aerial hyphae,Hierarchical Clustering (order),transient_osmotic_stress_from_lee,sustained_osmotic_lee,delayed_induction_osmotic_lee,transient_repression_osmotic_lee,Binned virido log2,Binned J1074 log2,Binned E14 log 2,Binned SPB74 log 2,Binned AA4 log2,Binned E14 log 2 (1),Binned SPB74 log 2 (1),Binned J1074 log2 (1),Binned AA4 log2 (1),Binned virido log2 (2)
SCO6025,_-_hypothetical_protein,-0.112284586,-0.269220963,-0.292246183,-0.165900633,-1.301304312,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4442,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6030,_-_hypothetical_protein,-0.348243687,-1.120898002,-0.65001125,-0.641937205,-0.897676646,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1047,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6033,_-_hypothetical_protein,-0.206463355,0.209183388,-0.62051873,-0.220338823,0.926947679,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2614,No,No,No,No,#NAME?,#NAME?,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6034,_-_hypothetical_protein,0.589515521,0.355017466,0.331753932,0.268076513,1.037596248,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5321,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6036,_-_hypothetical_protein,0.994743353,0.539988736,1.669831648,2.267228631,0.625573258,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6851,No,No,No,No,0 < x = 2,2 < x = 4,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,2 < x,x = 2,x = 2
SCO6038,_-_hypothetical_protein,0.089330427,0.478588144,1.505722268,2.249863947,1.015200294,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6291,No,No,No,No,0 < x = 2,2 < x = 4,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,2 < x,x = 2,x = 2
SCO6042,_-_hypothetical_protein,-0.117084235,0.338652945,-0.679700643,-0.907698027,-0.457458154,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2763,No,No,No,No,#NAME?,#NAME?,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6044,_-_hypothetical_protein,0.57259754,0.768589555,1.090433095,1.381593138,0.45889096,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5764,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6045,_-_hypothetical_protein,-0.342304001,1.520795161,1.973732999,2.008603785,1.122960109,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6952,No,No,No,No,0 < x = 2,2 < x = 4,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,2 < x,x = 2,x = 2
SCO6046,_-_hypothetical_protein,0.362970855,0.749883856,-0.493030979,-0.370472949,-0.536657579,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2841,No,No,No,No,#NAME?,#NAME?,0 < x = 2,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6048,_-_hypothetical_protein,0.441755326,0.335288913,0.269794692,0.168719251,0.106697654,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3963,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6049,_-_hypothetical_protein,0.14174695,1.386858043,0.737973702,0.596466075,0.304627232,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5421,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6052,_-_hypothetical_protein,-0.300971837,-1.51165483,-0.713543913,-0.931504229,-0.611573515,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,385,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6053,_-_hypothetical_protein,-0.574686571,1.494885718,1.718096996,1.313317162,0.712112836,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6775,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6056,_-_hypothetical_protein,1.640317518,4.000731249,4.925883588,4.879598058,3.549577753,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7733,No,No,No,No,4 < x,4 < x,0 < x = 2,4 < x,2 < x = 4,x = 2,2 < x,2 < x,2 < x,2 < x
SCO6058,_-_hypothetical_protein,-0.080172973,-0.054548408,-0.400085294,-0.4371557,-0.577880122,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2711,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6059,_-_hypothetical_protein,0.019049026,0.319158502,0.819621691,0.979356669,0.310509213,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5714,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6067,_-_hypothetical_protein,-0.291897673,1.307219707,0.80724529,1.129940921,-1.139562957,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6357,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6068,_-_hypothetical_protein,-0.583270302,1.152673788,0.315750193,0.796856781,-0.985183331,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6356,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6069,_-_large_hypothetical_protein,0.078839872,0.908118892,0.563101353,0.596823052,-0.199037958,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5143,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6072,_-_hypothetical_protein,-0.013395797,0.623685918,-0.081021835,0.086907894,-0.650005129,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,2934,No,No,No,No,#NAME?,0 < x = 2,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6074,_-_hypothetical_protein,0.682312418,1.542391133,2.231156428,3.093581177,1.526715153,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,7219,No,No,No,No,2 < x = 4,2 < x = 4,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,2 < x,x = 2,2 < x
SCO6075,_-_hypothetical_protein,-0.04751597,0.10224656,-0.222080206,-0.024759853,0.394444254,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3595,No,No,No,No,#NAME?,#NAME?,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6079,_-_hypothetical_protein,0.207959993,0.721412419,1.14364463,1.385372524,0.323266842,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5762,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6083,_-_hypothetical_protein,-0.168831133,-0.536380361,-0.945442642,-1.121640999,-0.471366901,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1209,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6085,_-_hypothetical_protein,0.493207604,0.109345351,-0.379577938,-0.026425964,-0.214569989,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3024,No,No,No,No,#NAME?,#NAME?,0 < x = 2,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6091,_-_hypothetical_protein,0.241615811,-0.891781442,-0.584280218,-0.320323412,1.093150888,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2479,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6092,_-_hypothetical_protein,-0.029917321,0.36151212,0.003996357,0.219340587,-0.240306383,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3881,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6093,_-_hypothetical_protein,0.096988411,-1.573267991,-1.118549404,-1.155262052,-0.146811483,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,937,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6101,_-_hypothetical_protein,-0.247090109,-1.035479504,-1.158226451,-1.025293006,-0.582723678,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,820,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6104,_-_hypothetical_protein,0.085543605,0.741784894,0.476181294,0.271797112,0.444541143,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5400,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6107,_-_hypothetical_protein,-0.111958319,-0.122254649,-0.557425388,-1.011175949,-0.449041292,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1416,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6116,_-_hypothetical_protein,0.120521136,-0.440428089,-0.387350645,0.009025149,0.793393663,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2488,No,No,No,No,#NAME?,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6117,_-_hypothetical_protein,1.152458025,1.127353634,-0.812159614,0.148011409,0.037388017,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4519,No,No,No,No,#NAME?,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6120,_-_hypothetical_protein,0.001399208,0.415331803,0.578529524,0.776217884,0.113826117,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5174,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6122,_-_hypothetical_protein,-0.012411046,0.392653475,1.810287833,0.658691147,0.887028577,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5542,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6124,_-_hypothetical_protein,-0.057117037,2.735441231,1.326566537,0.88042956,1.113264641,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6437,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,2 < x = 4,0 < x = 2,x = 2,2 < x,x = 2,x = 2,x = 2
SCO6126,_-_hypothetical_protein,0.189945298,0.091555175,0.539529371,0.256436802,0.170598456,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3945,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6128,_-_hypothetical_protein,-0.133218826,0.379057458,0.977060775,1.576526137,0.497456037,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5733,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6130,_-_hypothetical_protein,-1.269387039,-1.83564049,0.464078274,0.265847376,-1.07486646,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,445,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6132,_-_hypothetical_protein,-0.12139663,-0.001782487,-0.755747632,-0.722632884,-0.807440145,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1411,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6133,_-_hypothetical_protein,0.351488506,0.202618823,-0.535219513,-0.760550497,-0.48113411,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2777,No,No,No,No,#NAME?,#NAME?,0 < x = 2,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6135,_-_hypothetical_protein,0.275139364,0.434287121,-0.560022161,-1.015643761,0.090230872,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1848,No,No,No,No,#NAME?,#NAME?,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6142,_-_hypothetical_protein,0.985196248,0.539988736,-0.871628266,-0.581450049,-0.582217498,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,663,No,No,No,No,#NAME?,#NAME?,0 < x = 2,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6143,_-_hypothetical_protein,0.26333072,0.329370026,0.551824746,0.476196842,-0.374426742,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4926,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6145,_-_hypothetical_protein,-0.248414905,8.25045069,7.735884589,7.323419049,5.947501353,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7797,No,No,No,No,4 < x,4 < x,#NAME?,4 < x,4 < x,x = 2,2 < x,2 < x,2 < x,2 < x
SCO6146,_-_hypothetical_protein,-0.480254118,5.316092588,5.007157241,4.931823063,2.741050476,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7726,No,No,No,No,4 < x,4 < x,#NAME?,4 < x,2 < x = 4,x = 2,2 < x,2 < x,2 < x,2 < x
SCO6148,_-_hypothetical_protein,-0.257597776,-0.407087512,-0.752408963,-0.856700909,-0.082858766,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1687,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6154,_-_hypothetical_protein,-0.092884952,0.955640338,0.969878669,0.938857375,0.346481238,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5907,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6158,_-_hypothetical_protein,0.78065192,1.738062568,1.826763097,1.685490384,1.814962492,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7006,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6161,_-_hypothetical_protein,1.489676496,1.101518405,0.962835143,-1.649798999,1.774536508,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6452,No,No,No,No,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6164,_-_hypothetical_protein,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3750,No,No,No,No,,,,,,,,,,
SCO6165,_-_hypothetical_protein,0.519745882,0.279836727,2.68767574,1.762972737,2.362538852,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6627,No,No,No,No,2 < x = 4,0 < x = 2,0 < x = 2,0 < x = 2,2 < x = 4,x = 2,x = 2,x = 2,2 < x,2 < x
SCO6166,_-_hypothetical_protein,-0.240926066,-0.686952837,2.221247258,1.68226613,0.777576352,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6104,No,No,No,No,2 < x = 4,0 < x = 2,#NAME?,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,2 < x
SCO6168,_-_hypothetical_protein,-0.089499124,-0.376849742,0.5114709,0.337210648,-0.123149322,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3632,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6174,_-_hypothetical_protein,0.766524101,0.353923729,1.71124527,0.913811361,0.781808966,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5858,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6175,_-_hypothetical_protein,0.070226431,1.245932967,0.867160344,0.787215657,0.642258677,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5631,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6176,_-_hypothetical_protein,-0.188374846,1.281179927,-0.005518247,0.49752281,-0.183862197,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4326,No,No,No,No,#NAME?,0 < x = 2,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6177,_-_hypothetical_protein,-0.109381955,1.153219055,0.692905267,0.384437085,0.805596655,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5436,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6191,_-_hypothetical_protein,-0.116570358,-2.135200772,0.774743761,0.674425213,-0.789464241,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,182,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6192,_-_hypothetical_protein,0.253769833,0.351056654,0.122114311,0.437563103,1.383510243,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5315,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6197,_-_hypothetical_protein,0.001870599,4.059305868,3.762691373,3.3669827,1.212828954,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7707,No,No,No,No,2 < x = 4,2 < x = 4,0 < x = 2,4 < x,0 < x = 2,x = 2,2 < x,2 < x,x = 2,2 < x
SCO6198,_-_hypothetical_protein,-0.464698294,2.953859563,3.1775766,2.816689871,1.117336371,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7297,No,No,No,No,2 < x = 4,2 < x = 4,#NAME?,2 < x = 4,0 < x = 2,x = 2,2 < x,2 < x,x = 2,2 < x
SCO6200,_-_hypothetical_protein,0.52314026,0.816381439,2.552015391,2.58415271,1.370897111,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6924,No,No,No,No,2 < x = 4,2 < x = 4,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,2 < x,x = 2,2 < x
SCO6202,_-_hypothetical_protein,0.582299594,-0.132378685,1.459473584,1.690270217,0.615235117,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6238,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6203,_-_hypothetical_protein,0.247432203,0.095804764,0.569922494,0.607496621,0.144832289,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4878,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6207,_-_hypothetical_protein,0.063351336,0.572825239,0.189534742,0.645703977,-0.291085023,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4309,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6210,_-_hypothetical_protein,-0.681277685,0.034221309,-0.651619068,-0.770344451,-0.358111695,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1436,No,No,No,No,#NAME?,#NAME?,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6215,_-_hypothetical_protein,-0.108881749,-2.622741043,-0.822795076,-1.708811498,-1.959389242,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,129,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6216,_-_hypothetical_protein,-0.047446126,-0.117886314,-0.26428543,-0.445380977,-0.214327772,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3341,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6217,_-_hypothetical_protein,0.003515352,-0.651553644,-0.52318645,-0.507857656,-0.531831657,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1553,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6220,_-_hypothetical_protein,-0.712366218,1.448993652,1.549439456,1.483234545,0.435076749,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6774,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6223,_-_hypothetical_protein,-0.466186646,-0.777138559,0.964305873,1.434512796,1.020093296,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6131,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6224,_-_hypothetical_protein,-0.144601509,-1.288969399,-1.797373497,-1.947420648,-2.447623534,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,30,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6225,_-_hypothetical_protein,-0.370545319,-1.487990167,-1.809426814,-2.032358585,-2.467662461,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,29,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6226,_-_hypothetical_protein,-0.041748648,0.287017889,0.2478304,0.709445982,0.226728648,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5072,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO6227,_-_hypothetical_protein,0.122435675,-1.306508605,-0.21153437,0.360413697,0.956510475,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4548,No,No,No,No,#NAME?,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
